what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223105923000
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223105927312
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223105928500
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223105931750
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223105934265
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223105942796
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223105950484
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223105952234
closed,editor,org.eclipse.cdt.debug.ui,5.0.1.200809120802,org.eclipse.cdt.debug.ui.SourceNotFoundEditor,1223105952281
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223105953218
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223105957281
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223105960640
executed,command,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar,1223105960921
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223105961562
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223105963546
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223105964078
executed,command,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar,1223105965187
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223105967390
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223105969578
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223105969593
opened,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.MemoryView,1223105975390
opened,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.RegisterView,1223105975421
opened,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.ModuleView,1223105975453
opened,editor,org.eclipse.cdt.debug.ui,5.0.1.200809120802,org.eclipse.cdt.debug.ui.SourceNotFoundEditor,1223105975562
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1223105983218
