what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223112429906
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223114087187
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223114105906
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223114110000
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223114111328
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114120203
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114123562
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223114123875
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223114139000
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114140781
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114170734
activated,view,org.eclipse.cdt.debug.ui,5.0.1.200809120802,org.eclipse.cdt.debug.ui.DisassemblyView,1223114171734
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223114172468
activated,view,org.eclipse.cdt.debug.ui,5.0.1.200809120802,org.eclipse.cdt.debug.ui.DisassemblyView,1223114177031
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223114177593
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114206437
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114212062
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114214171
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114218453
opened,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.MemoryView,1223114224734
opened,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.RegisterView,1223114224765
opened,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.ModuleView,1223114224796
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223114229468
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114272515
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114297640
