what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223107650000
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223107657796
opened,editor,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor,1223107661437
activated,editor,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor,1223107661453
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223107668828
opened,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.MemoryView,1223107669343
opened,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.RegisterView,1223107669375
opened,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.ModuleView,1223107669406
activated,editor,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor,1223107679390
activated,view,org.eclipse.cdt.debug.ui,5.0.1.200809120802,org.eclipse.cdt.debug.ui.DisassemblyView,1223107679734
activated,editor,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor,1223107680781
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223107681734
activated,editor,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor,1223107682343
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223107685609
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223107691390
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223107692671
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223107694890
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223107697578
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223107697625
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223107697765
closed,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.MemoryView,1223107697796
closed,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.RegisterView,1223107697812
closed,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.ModuleView,1223107697812
closed,editor,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor,1223107697859
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223107698578
