what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223116733062
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223116735250
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223116740812
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223116786328
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223116786343
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223116798328
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223116858031
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223116862312
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223116869671
failed,command,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations,1223116869671
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223116878015
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223116881421
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223116882500
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223116888265
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223116889828
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223116890062
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223116899015
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223116920265
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223116920281
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223116925515
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223116926468
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223116927484
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223116956625
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223116959609
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223116974187
