what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223117286375
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223117287421
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223117290046
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223117291500
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223117291687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223117297406
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223117520750
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223117520765
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223117523359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223117526484
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223117527968
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223117528187
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223117536390
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223117559265
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223117559281
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223117573453
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223117574765
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223117578062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223117579062
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223117579250
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223117582171
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223117615203
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223117615218
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223117618046
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223117618859
