what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar,1223110183046
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223110185921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223110185937
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223110185968
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223110187562
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223110194328
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223110204156
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223110204265
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223110207203
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223110208500
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223110212859
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223110235984
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223110240515
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223110249281
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223110249359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223110252750
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223110262296
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223110273921
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223110280421
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223110280546
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223110283921
executed,command,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar,1223110287187
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223110287187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223110288625
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223110288796
