what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223109275046
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Resume,1223109276703
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223109285890
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.TerminateAndRelaunch,1223109287234
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223109288953
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223109291125
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223109292500
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Resume,1223109293328
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223109299812
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223109302687
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223109313328
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223109313406
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223109313718
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.asm.AsmEditor,1223109313734
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223109315218
closed,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.MemoryView,1223109319171
closed,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.RegisterView,1223109319171
closed,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.ModuleView,1223109319171
activated,perspective,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.CPerspective,1223109319203
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223109319203
activated,view,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.CView,1223109320593
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223109321859
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223109323562
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223109325000
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223109385187
