what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114827875
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1223114832640
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1223114834000
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114847468
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114849187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114910531
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223114911593
executed,command,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar,1223114912859
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223114925156
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223114927171
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114929140
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114944406
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223114944406
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114946921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114949500
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223114949500
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114954781
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114956031
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114958781
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114966812
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223114969500
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114981031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114985437
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114987031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223115019062
