what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114299734
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114301109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114302343
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114302437
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114304703
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114466250
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114468968
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114468984
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114470531
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114473093
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1223114474890
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223114475031
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223114479984
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223114482390
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1223114485265
executed,command,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar,1223114489421
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114489875
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1223114491062
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223114491296
executed,command,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar,1223114492421
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223114501906
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1223114556296
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.StepOver,1223114557687
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.StepOver,1223114558343
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.StepOver,1223114558953
